Part#,Product#,Product Line,Status,Standard,Non Standard,Sample,Details 1,Details 2
94210-141120,94210,Emergency Vents,Standard,94210-7D7C20,,,24in / ATEX / Standard / API 650 / STEEL,"24""EM/VT CS/API SP>4<8OZ"
94570=160102AA1,94570,Fire Protection,TBD,,,,,"6""AL/FF BV+FA AL/TB&SH SP"
2000M4111000000,2000M,Transmitters,TBD,,,,,2000M VAREC/SPT/LJ/48VDC/
94020R16011600,94020,Pressure / Vacuum Vents,TBD,,,,,"6""AL O/V XOS SP<5"" SS/WGT"
94210-131201,94210,Emergency Vents,Standard,94210-6L6D10,,,20in / Standard / Expanda-Seal / API 650 / STEEL,"20""EMERG/VT STL/API XOS S"
97100-6602001,97100,Wastewater - Misc,Standard,97100-6602001,,,NoKit,6QT D/T 316 BUNA AI 5# AI
97400-20113,97400,Wastewater - Misc,TBD,,,,,"20"" W-T ENG,AL/PNL,FCV,VP"
94570=190104AA1,94570,Fire Protection,TBD,,,,,"12"" BV+FA,AL,FEP,SP=STD,A"
95506-01,95506,Spare Parts-MG,TBD,,,,,OIL SEAL CABLE SHEAVE CAS
94040=141100011,94040,Pressure / Vacuum Vents,SP,,SP,94040-3A3C3K10,3'' / Standard / 11.01 PSIG - 13.0 PSIG / Expanda-Seal / ALUMINUM I-ST / ANSI-FF 150#,"3"" SL-ALUM XOS 11-12# V=-"
94020=74110500,94020,Pressure / Vacuum Vents,Standard,94020-3E3F10,,,Open Vent / 3in / 316SS I-ST / ANSI-RF 150# / HIGH / Standard / 316 / FEP,"3""BRETH SS/RF I-ST SP>5""W"
94221-330204001,94221,Emergency Vents,SP,,SP,94221-4I4A4D10,24 / 316SS / ANSI-FF / ALUMINUM / 24 / 24 / Steel / Lead / 2.5 - 2.99 / Steel / Lead / Standard,"24""ANSI-NO/BC SS AL/PAL 2"
2000M0211001400,2000M,Transmitters,TBD,,,,,2000M 92021/SPOT/2W485 MO
820166,82016,L&J Spare Parts,TBD,,,,,PCB ASSY 16 POS CONDULET
97100E631202,97100,Wastewater - Misc,Standard,97100E631202,,,NoKit,6QT/5# AL/NEO A-CD AI SS/
97301T053713001,97301,Wastewater - Flares,Standard,97301T053713001,,,NoKit,"6""316 PSH316/316P CB316 U"
94020=751305007,94020,Pressure / Vacuum Vents,TBD,,,,,4X6 RF-BV A316 FEP +16/-0
97180-012064,97180,Wastewater - Tanks,Standard,97180-012064,,,NoKit,"12""FF FS-316L N7 LS SOL V"
97100-6312,97100,Wastewater - Misc,Standard,97100-6312,,,NoKit,"6QT D/T AL|AN-D&C|NEOP,AI"
811224,81122,L&J Spare Parts,TBD,,,,,2000M UPG KIT-LJTNKWY-NO
94200-520423034,94200,Emergency Vents,TBD,,SP,,,"24""PN16-FF E/V|A316L|SP=1"
94020R56170300,94020,Pressure / Vacuum Vents,TBD,,,,,"6""RF BV-STL AW SS/S&P SP<"
92302-18192A,92302,Automatic Tank Gauges,Standard,92302-18192A,,,NoKit,"LVL IND-AL,FT/IN,23'3""MAX"
94020=56110300,94020,Pressure / Vacuum Vents,Standard,94020-6C6B10,,,Open Vent / 6in / CAST STEEL I-ST / ANSI-RF 150# / MED / Standard / Lead / FEP,"6""RF BV-STL AG/FEP SP<5""W"
664GGV422E2F00,664GG,Omnitrol Chamber Mount,TBD,,,,,"4""CHB-304|GRPH|1""300#RF|E"
97100E630203001,97100,Wastewater - Misc,Standard,97100E630203001,,,NoKit,6QT AL/BUNA A-C/316INT AI
94306-462287,94306,Fire Protection,Standard,94306-6E6B,,,6in / 316SS / ANSI-RF 150# / 316SS Bank / 316SS Shell,"6""RF/A316SS HW316 STD"
97301T041653001,97301,Wastewater - Flares,Standard,97301T041653001,,,NoKit,"4""316 4X/304UL PSH316 316"
2000M0211205600,2000M,Transmitters,TBD,,,,,UL/92021/SPOT/2R/WHART/48
94200-12022200,94200,Emergency Vents,Discontinued Feature,,Discontinued Feature,,#N/A,"20""API/STL E/V AL/PAL SP>"
96330 16201000,96330,Fire Protection,Standard,96330-16A2110,,,6 / 8 / Standard Leakage / Single Spring (All Sizes) / ANSI Flange 300 / SRF Smooth,"6X8 300#ANSI ISV STL,RF,H"
2000M0200200000,2000M,Transmitters,TBD,,,,,2000M 92021/2RLY/LJHWY/48
94020A15010605,94020,Pressure / Vacuum Vents,TBD,,,,,"4"" BV-ALUM, 316/TR SP<2.9"
94210-240100,94210,Emergency Vents,Standard,94210-7F7A10,,,24in / Standard / Standard / API 650 / ALUMINUM,"24""API EV-ALUM FEP SP=1.5"
94020=17010100,94020,Pressure / Vacuum Vents,Standard,94020-8A8A10,,,Open Vent / 8in / ALUMINUM I-ST / ANSI-FF 150# / LOW / Standard / Lead / FEP,"8""FF NORM SVC OVBV SET@ST"
826811,82681,L&J Spare Parts,TBD,,,,,ASSY-2000M SPOT TEMP/RS48
826810,82681,L&J Spare Parts,TBD,,,,,ASSY-2000M SPOT TEMP/L&J
92302-18432A,92302,Automatic Tank Gauges,Standard,92302-18432A,,,NoKit,"LLI ALUM BRD 47'3""MAX HT"
4397,4397,,TBD,,,,,CANCELLATION CHARGE
811031,81103,L&J Spare Parts,TBD,,,,,KIT-1500XL TO 1500F LJ/SP
94309-00080100,94309,Fire Protection,Standard,94309-00080100,,,8 / ALUMINUM / ANSI-FF 150# / VERTICAL / ALUMINUM / ALUMINUM,"8""FF VERT ALUM/ALUM 18-8H"
811154,81115,L&J Spare Parts,TBD,,,,,ASSY-MCG1600F XCVR WCIR (
94020=14010200,94020,Pressure / Vacuum Vents,Standard,94020-3A3C10,,,Open Vent / 3in / ALUMINUM I-ST / ANSI-FF 150# / HIGH / Standard / Lead / FEP,"3"" BV-ALUM IST A/G SP>5"""
94270 3L118124,94270,Pressure / Vacuum Vents,Standard,94270 3L118124,,,NoKit,"2""150RF 316/BUN(H) CV <2"""
566-717,566-7,Spare Parts-MG,TBD,,,,,"24"" DIFRAM SPACER DISC N-"
3001,3001,Docs - Engineering,TBD,,,,,APPROVAL DRAWINGS
97570R180718002,97570,Fire Protection,TBD,,,,,"10""AL|316:T/B|316/IW|AW|X"
94020=76110600,94020,Pressure / Vacuum Vents,Standard,94020-6E6E10,,,Open Vent / 6in / 316SS I-ST / ANSI-RF 150# / MED / Standard / 316 / FEP,"6"" BRETH A316/RF A/G STD<"
97187-21312001,97187,Wastewater - Misc,SP,,SP,97187-21B311,"Stainless Steel & Quick Release / 8"" / Pipe Stub with Puddle Flange / 316/316L Stainess Steel / Tempered Glass / Neoprene / Dual Wiper / Sprayer","18""V/P-316|TEMP|DUAL|SPRA"
92021-1A1,92021,Automatic Tank Gauges,Standard,92021-1A1,,,NoKit,KIT 1A-CONE ROOF TANK 40
2000M0211200000,2000M,Transmitters,TBD,,,,,2000M 92021/SPT/2RLY/L&J/
94314-08010112,94314,Fire Protection,Standard,94314-08010112,,,8in / CAST STEEL / ANSI-RF 150# / NPT,"8""150# DET/ARR CS/MARINE"
94020=18410105,94020,Pressure / Vacuum Vents,Discontinued Feature,,Discontinued Feature,0,#N/A,"10""FF JIS10K BV/ALUM SP=S"
94130-591105001,94130,Pressure / Vacuum Vents,SP,,SP,94130-1C1F10,CAST STEEL R-ST / ANSI-RF 150# / Standard / HIGH / Standard / 316 / FEP,"12""RF/CS|HI SP|SS/WGT|STM"
94210-331120003,94210,Emergency Vents,SP,,SP,94210-6A6C20,20in / ATEX / Standard / ANSI-FF / STEEL,"20""ANSI-RF;RA3.2|CS|<8OZ|"
D4100,D4100,Delavan Capacitance,TBD,,,,,CAP ANALOG 4100
LA220-4352-3,LA220,Spare Parts-MG,TBD,,,,,"4"" VIS/IND MEMORY GUIDE A"
95021-033211,95021,Gauge Hatches,Standard,95021-08A231,,,"Quick Clamp / Aluminum / 8"" / ANSI-FF 150 lb. Bolted / Locking on Quick-Clamp / Screw Down","8""FF ANSI G/H LOKCLMP AL/"
9402-18732,9402-,Spare Parts-MG,TBD,,,,,"12"" A/G DIAPHRAGM .020""FE"
95210-262202,95210,Gauge Hatches,Standard,95210-262202,,,NoKit,"42"" M/H 316L CR 316/CLMP"
97126-0610001,97126,Wastewater - Tanks,TBD,,,,,"6"" GAS PURIFIER STL S/N/T"
94020=59030600,94020,Pressure / Vacuum Vents,Standard,94021-1B1E10,,,"Closed, Standard Outlet > Inlet* / 12in / CAST STEEL I-ST / ANSI-FF 150# / MED / Standard / 316 / FEP","12""X14""CS/FF CV|FEP|<5""|S"
97570=150B18AD1,97570,Fire Protection,TBD,,,,,"4""BVFA|AL|XOS|AW|JKT|INCR"
94020C551143001,94020,Pressure / Vacuum Vents,TBD,,,,,"4""RF BV/CS FKM STM/JKT >S"
94307-171171,94307,Fire Protection,TBD,,,,,"8""FF/AL AL/TBS 2*1/2"" DRA"
94210-351100004,94210,Emergency Vents,SP,,SP,94210-8A8C10,30in / Standard / Standard / ANSI-FF / STEEL,"30""CS E/V;42X 23MM;SS/PAL"
94050-060102,94050,Pressure / Vacuum Vents,Standard,94050-6A6B0,,,"6in / PVC / ANSI-FF / Open, P&V / MED / Lead","6""PVC BRTHR OV SP>2.9 OZS"
94020=18011200,94020,Pressure / Vacuum Vents,Standard,94020-0A0I10,,,Open Vent / 10in / ALUMINUM I-ST / ANSI-FF 150# / HIGH / Expanda / Lead / FEP,"10""AL/FF O/V XOS SP>5""W.C"
94020A761102001,94020,Pressure / Vacuum Vents,TBD,,,,,"6""SRF BV-316SS B7/2H >5"""
97301T041763001,97301,Wastewater - Flares,Standard,97301T041763001,,,NoKit,"4""304 PSH304/316P CB316 U"
94020R59170300,94020,Pressure / Vacuum Vents,TBD,,,,,"12""RF BV-STL AW SS/S&P SP"
521-720,521-7,Spare Parts-MG,TBD,,,,,"24"" DIAPHRAGM .010""FEP"
94020=59110600,94020,Pressure / Vacuum Vents,Standard,94020-1C1E10,,,Open Vent / 12in / CAST STEEL I-ST / ANSI-RF 150# / MED / Standard / 316 / FEP,"12""RF BV-STL SS/WGT SP>ST"
BA18195,BA181,Omnitrol Spare Parts,TBD,,,,,ACTUATOR G-4 ASSY NO CONT
95021-020101,95021,Gauge Hatches,Standard,95021-06A100,,,"Screw Down / Aluminum / 6"" / ANSI-FF 150 lb. Bolted / Standard No Lock","6""FF G/H SCRW-DWN ALUM/FE"
94225-525401002,94225,Emergency Vents,SP,,SP,,24'' / ANSI-FF / Aluminum / ANSI-FF / XOS / FEP / 316SS / Aluminum / Aluminum / 8.0 to 12.0,"24""|36""ANSI ALUM XOS SS/A"
94200-520423036,94200,Emergency Vents,TBD,,SP,,,"24""ANSI-RF 316|STMJKT|PAI"
95021-042211,95021,Gauge Hatches,Standard,95021-00A221,,,"Quick Clamp / Aluminum / 10"" / ANSI-FF 150 lb. Bolted / Locking on Quick-Clamp / Screw Down","10""FF G/H LOK-CLMP ALUM/V"
94221-030312001,94221,Emergency Vents,SP,,SP,94221-2F2A2L10,20 / 316SS / API-650 / 316SS / 20 / 20 / Steel / Lead / 6.5 - 6.99 / Steel / Lead / Standard,"20""API P&V|FEP|<6.5OZ|LO-"
97190-643311004,97190,Wastewater - Misc,Standard,97190-643311004,,,NoKit,"6""AL/FF 316/RTR TEF/NUT J"
94020=17014105,94020,Pressure / Vacuum Vents,Standard,94020-8A8A10,,,Open Vent / 8in / ALUMINUM I-ST / ANSI-FF 150# / LOW / Standard / Lead / FKM,"8"" BV-ALUM VITON SS/TR SP"
94560 4905,94560,Fire Protection,TBD,,,,,"4""FA/BR RF/316 TB&SH&WT S"
94311-02040211,94311,Fire Protection,Standard,94311-02040211,,,2in / 316SS / ANSI-RF 300# / NPT,"2""300#RF DFA A316SS (1)3/"
9430-10154,9430-,Spare Parts-MG,TBD,,,,,"8"" TUBE BANK ASSEMBLY ALU"
94201-21010500,94201,Emergency Vents,Standard,94201-4D4A4E10,,,24 / Standard / 3.36 - 3.97 / STEEL / STEEL / Standard / API 650,"24""API/STL XOS AL/PAL SP<"
94570=190107001,94570,Fire Protection,TBD,,,,,"12""AL|SS:PAL|AL:T/B|IW:2-"
97110-42,97110,Wastewater - Misc,Standard,97110-42,,,NoKit,4QT AUTO DRP/TRP|316:BODY
19140-010304004,19140,GPE,TBD,,,,,19140 W/02057302 DYNAGUID
97190-943311111,97190,Wastewater - Misc,Standard,97190-943311111,,,NoKit,"10""AL 316/RTR 316/TEF NUT"
96311-340620,96311,Fire Protection,Standard,96311-340620,,,NoKit,"2X3 ISV 316/RF,GPTFE,212F"
95021-020201,95021,Gauge Hatches,Standard,95021-06A200,,,"Quick Clamp / Aluminum / 6"" / ANSI-FF 150 lb. Bolted / Standard No Lock","6""FF ANSI G/H Q'CLMP ALUM"
97120-04603210,97120,Wastewater - Tanks,Standard,97120-04F04AB,,,4 / 316SS / CR / No Finish / None / 316/316L SS / ANSI-FF / 5 PSIG,"4""FF/316 316SG NEO 5# STD"
97100-6313,97100,Wastewater - Misc,Standard,97100-6313,,,NoKit,6QT AL|AN-D&C|NEOP.A/I|JK
94210-380220003,94210,Emergency Vents,SP,,SP,94210-7B7B20,24in / ATEX / Standard / ANSI-FF / 316SS,"24""ANSI-316SS|SS/WTG|<4OZ"
4357,4357,,TBD,,,,,IHPR PARTS & MATERIAL
94020=79110500,94020,Pressure / Vacuum Vents,Standard,94020-1E1F10,,,Open Vent / 12in / 316SS I-ST / ANSI-RF 150# / HIGH / Standard / 316 / FEP,"12""RF/316 O/V SP>5""WC A/G"
94570=791166AA2,94570,Fire Protection,TBD,,,,,"12""RF/316 BV+FA|PFA|316:T"
94020R19010140,94020,Pressure / Vacuum Vents,TBD,,,,,"12""FF/AL B/V|FEP|316:R-ST"
97162-032200001,97162,Fire Protection,SP,,SP,0,External / None / 3in,"3""SPR+407FA,ALUM,INT,JKT,"
810976,81097,L&J Spare Parts,TBD,,,,,ASSY-1600F PLL FMCW TRANS
9202-14330,9202-,Spare Parts-MG,TBD,,,,,CARTRIDGE SUB-ASSY-66'F/N
94570=140115001,94570,Fire Protection,TBD,,,,,"3""AL BV+FA|XOS|SP=1#|AL:T"
811792,81179,L&J Spare Parts,TBD,,,,,48-65VAC -> DC CONV COND
97301T031671001,97301,Wastewater - Flares,Standard,97301T031671001,,,NoKit,"3"" A304 PSH304 304P B4 AI"
94020=790315003,94020,Pressure / Vacuum Vents,TBD,,,,,"12X14 316/FF,XOS,FEP 28""/"
97100E661203002,97100,Wastewater - Misc,Standard,97100E661203002,,,NoKit,6QT 316/CR 5# A/I NO MOTO
94200-12042200,94200,Emergency Vents,Discontinued Feature,,Discontinued Feature,,#N/A,"24""API EMG/VT-CS|ALUM PAL"
97571=180B03AD2,97571,Fire Protection,TBD,,,,,"10""AL O/V|316:ELM+TR|AW|J"
664GGV422S2F00,664GG,Omnitrol Chamber Mount,TBD,,,,,"4""CHBR,304SS GRPH|1""300#R"
1500F0836031509,1500F,Servo Level Gauges,TBD,,,,,"6""150#BSW/D4/20 6RLY 2W48"
9430-11115,9430-,Spare Parts-MG,TBD,,,,,"10""316SS TUBE BNK & SHELL"
92302-19532A,92302,Automatic Tank Gauges,Standard,92302-19532A,,,NoKit,LLI AL/BD 7.09M/TK W/KIT2
97125-014112002,97125,Wastewater - Tanks,Standard,97125-014112002,,,NoKit,13G COND/ACC 316LSS SG LS
95021-230210,95021,Gauge Hatches,Standard,95021-28B201,,,"Quick Clamp / Steel / 8"" / ANSI-RF 150 lb. Bolted / Locking on Quick-Clamp / Screw Down","8""RF G/H LOK-CLMP STL/FEP"
94020=19011200,94020,Pressure / Vacuum Vents,Standard,94020-1A1I10,,,Open Vent / 12in / ALUMINUM I-ST / ANSI-FF 150# / HIGH / Expanda / Lead / FEP,"12""FF ALUM OVBV XOS >5""WC"
BA18151,BA181,Omnitrol Spare Parts,TBD,,,,,ACTUATOR E-4 ASSY NO CONT
97400-12124,97400,Wastewater - Misc,TBD,,,,,"12"" W-T ENG,AL/PNL,FCV,VP"
94210-140200,94210,Emergency Vents,Standard,94210-7D7B10,,,24in / Standard / Standard / API 650 / STEEL,"24""API E/V-STL|316 PAL|SP"
D320-D-811,D320-,Delavan 320,TBD,,,,,320 /CLR CVR/NEMA 4X/SELF
97570=190B03KD2,97570,Fire Protection,TBD,,,,,"12""AL|AW|A/G|JKT|SS:ST&PA"
94020R17076300,94020,Pressure / Vacuum Vents,TBD,,,,,"8"" BV-ALUM,AW,R-ST PFA SP"
94040=171300011,94040,Pressure / Vacuum Vents,SP,,SP,94040-8A8C8M10,8'' / Standard / 13.01 PSIG - 15.0 PSIG / Expanda-Seal / ALUMINUM I-ST / ANSI-FF 150#,"8"" SLBV/ALUM XOS/FEP 14#/"
94020A19010305,94020,Pressure / Vacuum Vents,TBD,,,,,"12"" B/V ALUM 316/TR SP<5"""
97571=170118AD2,97571,Fire Protection,TBD,,,,,"8""BV+FA ALUM IW AW 316/PL"
95021-233200,95021,Gauge Hatches,Standard,95021-28B230,,,"Quick Clamp / Steel / 8"" / ANSI-RF 150 lb. Bolted / Standard No Lock","8""RF QUIK-CLAMP G/H STL/B"
95021-010201,95021,Gauge Hatches,Standard,95021-04A200,,,"Quick Clamp / Aluminum / 4"" / ANSI-FF 150 lb. Bolted / Standard No Lock","4""FF ANSI Q'CLMP G/H ALUM"
94060-104543,94060,Pressure / Vacuum Vents,TBD,,,,,"10"" VAC/VT D470+XCB+SS|EW"
97570R160718001,97570,Fire Protection,TBD,,,,,"6""AL|316:T/B|316/IW|AW|XO"
97190-643311005,97190,Wastewater - Misc,Standard,97190-643311005,,,NoKit,"6""AL/FF 316/RTR TEF/NUT A"
97120-061042101,97120,Wastewater - Tanks,SP,,SP,97120-06B06AB,6 / 316SS / CR / No Finish / None / 316/316L SS / ANSI-FF / 25 PSIG,"6""FF ST-316L 316/SG 25# S"
97301-071751001,97301,Wastewater - Flares,Standard,97301-071751001,,,NoKit,"8"" 316L PSH304 316P CB316"
97190-63331111,97190,Wastewater - Misc,Standard,97190-63331111,,,NoKit,"6""FF/A316 316TR/NEO NUT"
94020=77110200,94020,Pressure / Vacuum Vents,Standard,94020-8E8C10,,,Open Vent / 8in / 316SS I-ST / ANSI-RF 150# / HIGH / Standard / Lead / FEP,"8""BRETH SS/RF I-ST A316 S"
97570=160B18009,97570,Fire Protection,TBD,,,,,"6""AL|316:TB+SH|AW|XOS|IW:"
95021-030121,95021,Gauge Hatches,Standard,95021-08A102,,,"Screw Down / Aluminum / 8"" / ANSI-FF 150 lb. Bolted","8""FF ANSI G/H SCRDWN AL/F"
94020=17010200,94020,Pressure / Vacuum Vents,Standard,94020-8A8C10,,,Open Vent / 8in / ALUMINUM I-ST / ANSI-FF 150# / HIGH / Standard / Lead / FEP,"8"" BV-ALUM AG/PAL FEP SP>"
94225-313300001,94225,Emergency Vents,SP,,SP,94225-3B3A3F0,20'' / ANSI-FF / Steel / ANSI-FF / Standard / FEP / 316SS / Steel / 316SS / 4.0 to 8.0,"20""ANSI STL SS/STL/SS V=-"
810515,81051,L&J Spare Parts,TBD,,,,,"SERVO DISPLACER ASSY 2"" 3"
97301T081713001,97301,Wastewater - Flares,Standard,97301T081713001,,,NoKit,"10""304L PSH304 347 4X316"
94570=150102AA1,94570,Fire Protection,TBD,,,,,"4""BV+FA AL/FF AL/TB&SH SP"
94307-181171,94307,Fire Protection,TBD,,,,,"10""HORIZ F/A ALUM W/DRAIN"
94570=150101AA1,94570,Fire Protection,TBD,,,,,"4""BV+FA AL/FF AL/TB&SH SP"
94060-084241,94060,Pressure / Vacuum Vents,TBD,,,,,"8""FRP O/V DER470|SS|EW|AN"
97130-121000,97130,Fire Protection,Standard,97130-1A010,,,12in / Aluminum ANSI-FF / Horizontal or Vertical / 316SS / None / 12in,"12""H-THERMAL VALVE ALUM S"
94250-3112020A,94250,Emergency Vents,Standard,94250-31023000,,,24 / STEEL / ANSI-FF 150 lb. / EPDM / 1.0 PSIG - 2.0 PSIG / Standard / Standard,"24""ANSI SL/EV STL,EPDM SP"
97301T041661001,97301,Wastewater - Flares,Standard,97301T041661001,,,NoKit,"4""A304 PSH304 316P CB304"
95021-030252,95021,Gauge Hatches,Standard,95021-08C205,,,"Quick Clamp / 316SS / 8"" / ANSI-FF 150 lb. Bolted / ATEX - Locking on Q-Clamp / Screw Dwn","8""FF BOLTED G/H Q-CLMP SS"
97162-124210101,97162,Fire Protection,SP,,SP,97162-122G37,High/External / 12in / External w/ Solenoid / Insulation Jacket / 12in,"12""SPR+FA,ALUM,X,SOL,2""JK"
96330 13200000,96330,Fire Protection,Standard,96330-13A2100,,,4 / 4 / Standard Leakage / Single Spring (All Sizes) / 'J'Flange 300 / SRF Smooth,"4""300#J ISV STL|RF|HNBR"
96181-0602,96181,Wastewater - Misc,Standard,96181-0602,,,NoKit,"4"" WDV W/6""FLG STL SS/INT"
97162-104211101,97162,Fire Protection,SP,,SP,97162-102F36,High/External / 10in / External w/ Solenoid / Insulation Jacket / 10in,"10""SPR+407FA ALUM,X,SOL,J"
9440-10016,9440-,Spare Parts-MG,TBD,,,,,"12"" T/B ASSY .035"" 316SS"
94550-121177,94550,Fire Protection,Standard,94550-121177,,,NoKit,"2""F/V+F/A CMB ALUM BODY T"
95021-033252,95021,Gauge Hatches,Standard,95021-08C235,,,"Quick Clamp / 316SS / 8"" / ANSI-FF 150 lb. Bolted / ATEX - Locking on Q-Clamp / Screw Dwn","8""FF/316 Q'CLMP BUNA SS A"
97570R170718AD2,97570,Fire Protection,TBD,,,,,"8""AL|AW|XOS|IW|AL:S&P|SS:"
94200-32042200,94200,Emergency Vents,Discontinued Feature,,Discontinued Feature,,#N/A,"24""API E/V-ALUM BASE&PAL"
94250-312003003,94250,Emergency Vents,SP,,SP,94250-31103100,24 / STEEL / API-650 / NBR / 2.1 PSIG - 4.0 PSIG / Standard / Standard,"24""API EV-CS/NACE 316/HDW"
9521-12690-1,9521-,Spare Parts-MG,TBD,,,,,"36"" 220 MTG HDWR KIT; 316"
95021-040211,95021,Gauge Hatches,Standard,95021-00A201,,,"Quick Clamp / Aluminum / 10"" / ANSI-FF 150 lb. Bolted / Locking on Quick-Clamp / Screw Down","10""GAGE/HTH AL/FF Q-CLP W"
97190-04331113A,97190,Wastewater - Misc,Standard,97190-04331113A,,,NoKit,"12""FF/AL 316/RTR 316/NEO"
95021-030102,95021,Gauge Hatches,Standard,95021-08C100,,,"Screw Down / 316SS / 8"" / ANSI-FF 150 lb. Bolted / Standard No Lock","8""FF ANSI G/H SCRWDN 316S"
97100E631203,97100,Wastewater - Misc,Standard,97100E631203,,,NoKit,"6QT AL,NEOP,A/I N7-TMR,AN"
94020=19015200,94020,Pressure / Vacuum Vents,Standard,94020-1A1I10,,,Open Vent / 12in / ALUMINUM I-ST / ANSI-FF 150# / HIGH / Expanda / Lead / FKM,"12""FF/AL O/V XOS VIT SP>2"
1500F0331010208,1500F,Servo Level Gauges,TBD,,,,,"2""300#SS/DEN/SPT/2RLY/LJ/"
94309-11010201,94309,Fire Protection,Standard,94309-11010201,,,12 / ALUMINUM / ANSI-FF 150# / HORIZONTAL / ALUMINUM / 316SS,"12""FF HFA ALUM SS/PLTS HD"
94020=77130600,94020,Pressure / Vacuum Vents,Standard,94021-8E8E10,,,"Closed, Standard Outlet > Inlet* / 8in / 316SS I-ST / ANSI-RF 150# / MED / Standard / 316 / FEP","8""X10""BR SS/RF SS/WT SP>S"
94210-380101,94210,Emergency Vents,Standard,94210-7J7A10,,,24in / Standard / Expanda-Seal / ANSI-FF / 316SS,"24""ANSI-316 E/V|SP=STD|XO"
826561,82656,L&J Spare Parts,TBD,,,,,ASSY-1600F SPT-TAVE/AO/GL
94210-381200,94210,Emergency Vents,Standard,94210-7B7D10,,,24in / Standard / Standard / ANSI-FF / 316SS,"24""FF ANSI EMR VNT-316,SP"
97180-241041001,97180,Wastewater - Tanks,Standard,97180-241041001,,,NoKit,"4""FF PN16 FS-316,LS,SOL23"
94406-222211,94406,Fire Protection,TBD,,,,,"2""RF A316SS (2)3/4"" ATEX"
94210-461201003,94210,Emergency Vents,SP,,SP,94210-9K9D10,36in / Standard / Expanda-Seal / ANSI-FF / ALUMINUM,"36""AL ANSI|XOS|<12OZ|G435"
96330 18210000,96330,Fire Protection,Standard,96330-18A2100,,,8 / 10 / Zero Leakage / Single Spring (All Sizes) / 'J'Flange 300 / SRF Smooth,8X10 300#J STL/RF HNBR 0-
810398,81039,L&J Spare Parts,TBD,,,,,DRUM ASSY MCG1500 316S BA
94210-450100,94210,Emergency Vents,Standard,94210-8C8A10,,,30in / Standard / Standard / ANSI-FF / ALUMINUM,"30""ANSI EMG/VT ALUM SP=ST"
92021-310501008,92021,Automatic Tank Gauges,Standard,92021-310501008,,,NoKit,"LVL GAGE-INCH,INN,NO FLG/"
92021-310502002,92021,Automatic Tank Gauges,Standard,92021-310502002,,,NoKit,"LVL GAGE-INCH,INN,NO FLG/"
94020=58030600,94020,Pressure / Vacuum Vents,Standard,94021-0B0E10,,,"Closed, Standard Outlet > Inlet* / 10in / CAST STEEL I-ST / ANSI-FF 150# / MED / Standard / 316 / FEP","10""X12""CS/FF CV|FEP|<5""|S"
95021-020211,95021,Gauge Hatches,Standard,95021-06A201,,,"Quick Clamp / Aluminum / 6"" / ANSI-FF 150 lb. Bolted / Locking on Quick-Clamp / Screw Down","6""FF G/H LOCK Q-CLMP ALUM"
94241-1521,94241,Pressure / Vacuum Vents,Standard,94241-15123,,,"30"" 125 lb. FF Flange / Aluminum / Aluminum / Stainless Steel / Stainless Steel","30""AL/FF ANSI FREE VNT-AL"
97120-061032101,97120,Wastewater - Tanks,SP,,SP,97120-06B06AB,6 / 316SS / CR / No Finish / None / 316/316L SS / ANSI-FF / 25 PSIG,"6""FF ST-316 SG JKT CR 25#"
820540F,82054,L&J Spare Parts,TBD,,,,,PCB ASSY - MCG 1090 INTER
94020R16010200,94020,Pressure / Vacuum Vents,TBD,,,,,"6""AL/FF O/V|FEP|SP>5""|R-S"
95021-030240,95021,Gauge Hatches,Standard,95021-08B204,,,"Quick Clamp / Steel / 8"" / ANSI-FF 150 lb. Bolted / ATEX - No Lock","8""FF G/H Q'CLMP STL/FEP A"
94210-381201011,94210,Emergency Vents,SP,,SP,94210-7J7D10,24in / Standard / Expanda-Seal / ANSI-FF / 316SS,"24""PN10 E/V-A316|XOS|LIM-"
95010-0300,95010,Gauge Hatches,Standard,95010-0300,,,NoKit,"8"" GAGE HOLE COVER,FLANGE"
97570=150B18AD2,97570,Fire Protection,TBD,,,,,"4""AL/FF|AW|316:TB|IW|JKT|"
94020=720315001,94020,Pressure / Vacuum Vents,TBD,,,,,"2""X3"" B/V A316/FF XOS HI/"
94020A160102001,94020,Pressure / Vacuum Vents,TBD,,,,,"6""FF BV-ALUM SS/TR B7/2H"
820621,82062,L&J Spare Parts,TBD,,,,,PCB ASSY 20 POS COND AC/D
94200-520423037,94200,Emergency Vents,TBD,,SP,,,"24""SPCL-316|SS:PAL|28X30."
820247-U,82024,L&J Spare Parts,TBD,,,,,UNIV 4 WIRE SENSOR DOUBLE
94200-12022300,94200,Emergency Vents,Discontinued Feature,,Discontinued Feature,,#N/A,"20""API/CS E/V, 316 PAL, S"
97100E761232,97100,Wastewater - Misc,Standard,97100E761232,,,NoKit,6QT/25# 316/NEO AI 316 NT
94020=12010300,94020,Pressure / Vacuum Vents,Standard,94020-2A2B10,,,Open Vent / 2in / ALUMINUM I-ST / ANSI-FF 150# / MED / Standard / Lead / FEP,"2""BRTHR AL/FF <5""WC"
94241-4500,94241,Pressure / Vacuum Vents,Standard,94241-45012,,,"20"" API-650 Flange / Steel / Aluminum / Zinc Plated Steel / Galvanized Steel","20""FREE/VT STL/API/650 AL"
92302-18192A010,92302,Automatic Tank Gauges,Standard,92302-18192A010,,,NoKit,"LLI GAGE& KIT-AL,23'3"",AS"
